cleaned_messages,MessageType
Ithan theme,Non-Flirt
Vera kidaikala,Non-Flirt
Missed voice call,Non-Flirt
Hey received ur package de,Non-Flirt
Neighborhood collected,Non-Flirt
Reached ah re,Non-Flirt
Outing without kids uh,Non-Flirt
Eeeeeeyyaaaaa🤩🤩,Non-Flirt
Enjoy,Non-Flirt
Inna panra poooor,Non-Flirt
Chuma park kilamburom,Non-Flirt
Tiredness paravalaya,Non-Flirt
Yashvy paati thatha chithi nu ketute Iruka...,Non-Flirt
We dunno how to console her,Non-Flirt
Acho...,Non-Flirt
Iniku vera ore mazhai,Non-Flirt
Mmm... park is the best option,Flirt
Nangalum vandhu nariya park dha ponom..,Non-Flirt
Rain la apram epdi park,Non-Flirt
Send yu address re,Non-Flirt
Send yrz too,Non-Flirt
,Non-Flirt
Hi de,Non-Flirt
There,Non-Flirt
Ena panra,Non-Flirt
Unkita onnu ketkanhm,Non-Flirt
Epo call panaa,Non-Flirt
Missed voice call,Non-Flirt
Call me de,Non-Flirt
About re,Non-Flirt
Cake epdi pannanum?,Non-Flirt
May 7th yashvy half bday,Non-Flirt
Haha....,Non-Flirt
I'm outside re,Non-Flirt
Wait,Non-Flirt
Veetuku poi send panu,Non-Flirt
Butter 200g,Non-Flirt
350°F for 35 mins,Non-Flirt
For 9 inch pan size re,Non-Flirt
Ena ivlo style uh maaritnaga...super,Non-Flirt
Mathitom la,Non-Flirt
Inna panra poor,Non-Flirt
Nice,Non-Flirt
Haha....,Non-Flirt
All set ah,Non-Flirt
Furniture electronics ?,Non-Flirt
TV matum dan month end tharanu oruthanga sonangaa,Non-Flirt
Rest all vangitom,Non-Flirt
Sooooperuuuuu,Non-Flirt
Hone tour onnu potu anapu..when yu free,Flirt
Neeyum...,Non-Flirt
Cake baking video also venum,Non-Flirt
Yashu half bday apo i got periods so bought it,Non-Flirt
Panla,Non-Flirt
But panni parkanum,Non-Flirt
Hummm... chappu matteruuu,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
I'm taking her to earlyon daily here,Non-Flirt
Yetho school pora mathiri mrng elunthu 9 kula breakfast lunch pani kilamburom... After 1.30 ku dan varen...,Non-Flirt
Epo parthalum vela irunthute iruku,Non-Flirt
Maavu araikave time Iruka matenguthu,Non-Flirt
Apdidha irukum... apram adhuvae palagidum,Non-Flirt
,Non-Flirt
Earlyon,Non-Flirt
?,Non-Flirt
Neeyum koodave irukiya,Non-Flirt
Paid ah ?,Non-Flirt
It's for the babies from 6months to 4yrs... Either parent should be there for sure with the kid... It's a closed play area... Day care set up la irukum...,Flirt
Neraya iruku,Non-Flirt
Ive 3 nearby to ma premises,Non-Flirt
Oh... soooper reeee,Non-Flirt
US la yum irukume something like that,Non-Flirt
Nalla engaged uh iruu,Non-Flirt
Job plan Inna?,Non-Flirt
Avlodha venum,Non-Flirt
Apram pasanga thana valandhrum,Non-Flirt
Not for next 2 yrs,Non-Flirt
... look after yurself too reeee...,Non-Flirt
Paapa vanthone athelam maranthudanum,Non-Flirt
I don't like working to be honest after yashu,Non-Flirt
No... it's in yur hand,Non-Flirt
,Non-Flirt
Yaaru intha vaalu!?,Non-Flirt
his tshirt,Non-Flirt
🥰,Non-Flirt
Happyoooo happyyyyy birthday pooooor... nanbiii,Non-Flirt
,Non-Flirt
Sorry de,Non-Flirt
I slept,Non-Flirt
Thanku,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Awesomeness overloaded reeee,Non-Flirt
🥰🥰🥰🥰🥰lovely,Non-Flirt
,Non-Flirt
Missed voice call,Non-Flirt
Missed video call,Non-Flirt
Missed video call,Non-Flirt
Hey.. just now saw yur mis call re,Non-Flirt
Sema kasapa iruku cake,Non-Flirt
But the texture and outcome was good,Flirt
Yen,Non-Flirt
Butter nariya potruka..,Non-Flirt
Adha,Non-Flirt
Baking soda neraya poten pola,Non-Flirt
Butter and sugar was on right level,Non-Flirt
Google panrpo athan solichu,Non-Flirt
Haha... 1 tsp dhana potta,Non-Flirt
Poor uh vanthuchu but vetitom🤣,Non-Flirt
Yes...,Non-Flirt
Baking powder 2 table spoon and soda 1 tea spoon dan poten,Non-Flirt
Appo adhu correct dha...,Non-Flirt
Table spoon,Non-Flirt
Na sonnenla,Non-Flirt
Gokkamakka,Non-Flirt
Baking powder 1 table spoon uh,Non-Flirt
Show thecake,Non-Flirt
Yeah,Non-Flirt
<Media omitted>,Non-Flirt
Small spoons katuna la... adhula bigger one,Non-Flirt
1st time unaku pakka cake madhiri aachu iruku,Non-Flirt
But enaku appo idhukooda varala,Non-Flirt
So good job,Non-Flirt
Taste matum dan konjam sumaar but parka nalla irunthuchu and it was soft..,Non-Flirt
U were on ur own... I got help from u and YouTube...,Non-Flirt
But paravala panite iruntha vanthudum,Non-Flirt
Cake paniye torture pana poren🤣,Non-Flirt
Nanum apdidha start pannen,Non-Flirt
,Non-Flirt
Chair nalla iruke,Non-Flirt
Missed voice call,Non-Flirt
<Media omitted>,Non-Flirt
🥰🥰🥰🥰🥰,Non-Flirt
Azhaghu,Non-Flirt
,Non-Flirt
Missed voice call,Non-Flirt
Oru vaatiyaachum phone edukuiya🤦‍🤦‍🤦‍,Non-Flirt
Phone uh kuppai la potru,Non-Flirt
Missed video call,Non-Flirt
Missed video call,Non-Flirt
Missed video call,Non-Flirt
Missed video call,Non-Flirt
Missed video call,Non-Flirt
Happy birthday month,Flirt
Hey.  Thank yu,Non-Flirt
<Media omitted>,Non-Flirt
Hey,Non-Flirt
Pooooor,Non-Flirt
Happy varalakshmi nombhu,Flirt
Adiyei aug 25th dan nombu de,Non-Flirt
This time aavani masam la cmg,Non-Flirt
Ohhh,Non-Flirt
Enga amma sonnanga,Non-Flirt
Hey jayram wish panrenu sonan,Non-Flirt
Athukula cut paniten,Non-Flirt
He asked me to convey his wishes to u,Non-Flirt
Thank yu soo much ... Ramanna,Non-Flirt
RAM + ANNA,Non-Flirt
Omg.. super changeover de... Unga mamiyar dan top uh irukanha..,Flirt
,Non-Flirt
Join us for Varalakshmi pooja at our home and receive vetrilai paakku🥰 you are cordially welcome,Flirt
Azhaghi,Non-Flirt
,Non-Flirt
🥰,Non-Flirt
Missed voice call,Non-Flirt
Hey pooor,Non-Flirt
Hi de,Non-Flirt
How's Niagara,Non-Flirt
Ippodha pakka porom,Non-Flirt
Po po,Non-Flirt
,Non-Flirt
,Non-Flirt
,Non-Flirt
,Non-Flirt
,Non-Flirt
Kiki ponna??,Non-Flirt
Nivi de,Non-Flirt
Nivi ku Kiki ku apram dana paapa poranthuchu,Non-Flirt
Ivlo perusa iruka,Non-Flirt
Aiyo,Non-Flirt
Illa.... re,Non-Flirt
K k,Non-Flirt
,Non-Flirt
Yummmmmmiiiiieeéeeeeee🤤,Non-Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
,Non-Flirt
Adiyei.. epo home tour kamika pora?,Non-Flirt
Semmmma... tight..,Non-Flirt
Mamiyar with u?,Non-Flirt
Yes,Non-Flirt
Il talk to yu tomorrow.. sure,Non-Flirt
Ok de.. tc,Non-Flirt
Good night,Non-Flirt
,Non-Flirt
Gud nit,Non-Flirt
Yaru de ivanga,Non-Flirt
Perima marumagal,Non-Flirt
Sudden cardiac arrest,Non-Flirt
Brain death,Non-Flirt
Missed voice call,Non-Flirt
<Media omitted>,Non-Flirt
Wow amma appa cmg toUS uh?,Flirt
Super,Flirt
Just now stepped into us,Non-Flirt
Adipoli,Non-Flirt
Supr,Non-Flirt
Unaku konjam nimathi,Non-Flirt
Winter started,Non-Flirt
Idha solla dha nethu call pannen ne edukala,Non-Flirt
I was in Yuvan concert de,Non-Flirt
Yesterday went to bday party and cn tower,Non-Flirt
3 days uh semaya suthitu iruken,Non-Flirt
I'll call u in the afternoon today,Non-Flirt
Hum,Non-Flirt
OK ok,Flirt
<Media omitted>,Non-Flirt
Started to Niagara again,Non-Flirt
,Non-Flirt
Witchhhhhhh🤣🤣,Non-Flirt
Hehe,Non-Flirt
<Media omitted>,Non-Flirt
4375995693,Non-Flirt
https://photos.app.goo.gl/mAMkHU4eWHEZZymp6,Non-Flirt
,Non-Flirt
Happy birthday to jiaaa,Flirt
Awesome reeeeee,Flirt
,Non-Flirt
Happy Anniversary aunty uncle ku,Flirt
Where is yashu?,Non-Flirt
Vekkanumnu niyabagam vechirndhen... thookathula marandhuten..,Non-Flirt
Nee paniya cake?,Non-Flirt
Yes reeee,Non-Flirt
Epdi Cream panra??,Non-Flirt
Heavy whipping cream vangi  veetla pannen,Non-Flirt
null,Non-Flirt
null,Non-Flirt
2 contacts.vcf (file attached),Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Happy birthday Inba,Flirt
Nanri,Non-Flirt
Jersey super,Flirt
,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Aunty face eh therila🤣🤣,Non-Flirt
Adipaavi 🤣🤣,Non-Flirt
🤣🤣,Non-Flirt
Utsav 🫢🫢,Non-Flirt
Yaaru de,Non-Flirt
Inba,Non-Flirt
Hi de,Non-Flirt
Do u have the Breast milk pump in chennai?!,Non-Flirt
Yes poorna,Non-Flirt
Venuma,Non-Flirt
Safe ah enga veetla  pack panni vechirken. Unkitta kudukanumnu..,Non-Flirt
Vandhanaku venuma.,Non-Flirt
Yes de,Non-Flirt
Unkita iruka nu ketka sona,Non-Flirt
Mmm,Non-Flirt
Any plan for getting it .. na illa Mani irundhrundha vandhu kuduthrupom..,Non-Flirt
Yes de if possible,Non-Flirt
Anyone in Chennai’,Non-Flirt
Tomorrow morning ill try for sure ..,Non-Flirt
,Non-Flirt
Inba hairstyle,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Why this thideer ice,Non-Flirt
Anniversary...,Non-Flirt
Wow,Flirt
Wish them for me,Non-Flirt
,Non-Flirt
null,Non-Flirt
Neeyum last time enkuda sernthu preg aagu de…. Oru American citizen ready pannu,Non-Flirt
Only Indian citizen..,Non-Flirt
Plan karo,Non-Flirt
<Media omitted>,Non-Flirt
Today vandhana son dhruv thottil function happened de,Non-Flirt
Lovely,Flirt
Happy Anniversary belated wishes🫣,Flirt
Thanks yu poooooor....,Non-Flirt
,Non-Flirt
Enjoy paniya iniku day va,Non-Flirt
Morning 10 ku kalambhunom,Non-Flirt
இன்னும் reach aagala,Non-Flirt
One suprise,Non-Flirt
Paravala veetuku poi ena pana pora,Non-Flirt
Jolyuh suthu,Non-Flirt
Enathu,Non-Flirt
Any spl place ku road trip uh,Non-Flirt
Or ethachum anna spl uh vangi kuduthara,Non-Flirt
No,Non-Flirt
Probably,Non-Flirt
Podu adipoli,Non-Flirt
Ena spl,Non-Flirt
Share a pic,Non-Flirt
Mokkaya type panni anupatha,Non-Flirt
2 sup,Non-Flirt
🤣🤣🤣🤣,Non-Flirt
He got a new job,Non-Flirt
Solitu irukumpothe type panra paaru,Non-Flirt
Super super,Flirt
Nethudha paper potaru,Non-Flirt
One more thing is...,Non-Flirt
H1B pona udane jump adikanume,Non-Flirt
Good super news…,Flirt
U also got job nu solu,Non-Flirt
Time to rock in ur career too,Non-Flirt
அது kandipa solluven... not now,Non-Flirt
Ena vangi kudutharu,Non-Flirt
Definitely I will poorna..,Non-Flirt
Booked a Pre owned car  ...,Non-Flirt
Kandipa pananum… apo dan thirupthi uh irukum vaazhkaila..:,Non-Flirt
Apdi podia,Non-Flirt
*podu,Non-Flirt
Very very congratulations,Flirt
Must needed one in here,Non-Flirt
,Non-Flirt
Ippodhiku needed illa,Non-Flirt
But there is a reason,Non-Flirt
Konjam munadi vangiruntha parents uh athula kootitu suthirukalam but ntng is too late,Non-Flirt
Wait..,Non-Flirt
Reached home,Non-Flirt
Ok,Non-Flirt
Adiyei,Non-Flirt
null,Non-Flirt
Ithan inoru surprise uh,Non-Flirt
Hey,Non-Flirt
Adha ... new job and car avlodha..,Non-Flirt
Vera inna nanacha..,Non-Flirt
No,Non-Flirt
Poi solatha,Non-Flirt
Na pregnant aayirpena,Non-Flirt
Enathu,Non-Flirt
Vaaipu iruku,Non-Flirt
Ne valakuriya..,Non-Flirt
Utsav eh azhaga valapaan,Non-Flirt
Inba va மட்டும் வலது podhu,Non-Flirt
Innum thoongala,Non-Flirt
Odambhu innathuku3aagum,Non-Flirt
Thookam varala,Non-Flirt
Na thoonga poren pa,Non-Flirt
Ore irumal,Non-Flirt
They both slept,Non-Flirt
Achachooo,Non-Flirt
Syrup sudichiya,Non-Flirt
Ena reason solitu podi <This message was edited>,Non-Flirt
Tablet eh poten,Non-Flirt
Still this pollen allergy,Non-Flirt
Avaruku 5 days office poganum,Non-Flirt
,Non-Flirt
🥺ithu good news ilaye,Non-Flirt
30 mils one way,Non-Flirt
Adakadavule,Non-Flirt
Adhanaladha car vangura kattayam,Non-Flirt
Around 100kms per day va,Non-Flirt
Inba azhuguran,Non-Flirt
Pooooor,Non-Flirt
Veedu shift aaha mudiyatha,Non-Flirt
60miles per day,Non-Flirt
Seri poi thola,Non-Flirt
Call tomo,Non-Flirt
Gongangoooo,Non-Flirt
Mmmmmm....,Non-Flirt
Neeyae call pannu,Non-Flirt
Gud nit re,Non-Flirt
Convert to km de,Non-Flirt
Coming around 100,Non-Flirt
K tc,Non-Flirt
Good night,Non-Flirt
Olunga first night celebrate panni kutty priya Va eraku,Flirt
null,Non-Flirt
Hi de,Non-Flirt
Give me a call,Non-Flirt
Need a help from you,Non-Flirt
null,Non-Flirt
<Media omitted>,Non-Flirt
Ennikulla venum poorna,Non-Flirt
Apr 7th kula send panu,Non-Flirt
OK re,Non-Flirt
Apo dan gonna start application,Non-Flirt
Approve aanone apdiye will transfer back like you,Non-Flirt
Thanks re,Non-Flirt
🤣🤣,Non-Flirt
Adhu enaku theriyadha,Non-Flirt
Seri de,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Pan,Non-Flirt
<Media omitted>,Non-Flirt
If possible send pass book .... for company verification re.,Non-Flirt
Ithuve pass book dan de,Non-Flirt
Bank passbook,Non-Flirt
With account num,Non-Flirt
Ithu dan de,Non-Flirt
All,Non-Flirt
Open this and see de,Non-Flirt
Everything is here,Non-Flirt
Gokkamakka,Non-Flirt
No,Non-Flirt
Not there,Non-Flirt
Only pan card is available,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
By utsav,Non-Flirt
Happy birthday 🥳 and,Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Ena thidirnu ponnu mathiri azhaga aayita,Non-Flirt
அடிப்பாவி...,Non-Flirt
வீடு mariyacha,Non-Flirt
Yes de,Non-Flirt
Yesterday,Non-Flirt
Sema vela,Non-Flirt
Kitchen set paniten 🤟,Non-Flirt
Sooper,Non-Flirt
Odambhu bathram,Non-Flirt
atha pathi pesi manasa punpaduthathinga,Non-Flirt
Naane sema tired uh finished all and went to have dinner to ma Frn’s home,Non-Flirt
Appa phone panaru,Non-Flirt
Enga irukanu ketaru,Non-Flirt
Veetla ila nu sonen,Non-Flirt
Athuku periods uh nu kekuraru,Non-Flirt
,Non-Flirt
Naa preg nu maranthutaru,Non-Flirt
Achachoooo....,Non-Flirt
Seri seri kashtapadadha..,Non-Flirt
Enake bayama iruku,Non-Flirt
Ne daily uncle kitta pesurala,Non-Flirt
Yes yes daily paiyan porakanum nu matum soluvaru 🤣,Flirt
Oh,Non-Flirt
Nethikum ayyapan koil poren vendikurenu solitu ipdi solraru,Non-Flirt
Theriyama ketruparu... manichi vitru,Non-Flirt
I’m gng to be in rest for next 2 months,Non-Flirt
?,Non-Flirt
5 months mudinjidum,Non-Flirt
Apram bayam ilala,Non-Flirt
Humm..  .,Non-Flirt
Ippo scanning la eduthacha,Non-Flirt
3rd month scan eh Apr 4th dan,Non-Flirt
Athan bayama iruku,Non-Flirt
Edhuku bayapudra,Non-Flirt
Gender nanacha,Non-Flirt
Chi athelam ila,Non-Flirt
Kolanthaiku onnum aagakudathunu,Non-Flirt
Apram Inna,Non-Flirt
2 weeks back enaku periods aagura mathiri kanavu vanthuchu,Non-Flirt
Nethu daddy Vera periods uh nu ketaru athan,Non-Flirt
,Non-Flirt
நல்லதையே think pannu,Non-Flirt
🤞,Non-Flirt
Ippidila nadakadhuna... appo ne இன்னும் strong ah believe pannu appo na nalladha irupenu,Flirt
Na apdidha yosipen ... yaarachu negative ah sonna kandipa double the positive dha nadakum,Non-Flirt
I’m thinking the same too… but still oru china bayam avlo dan… thaniya irukenu,Non-Flirt
But ne adha nanaikanum,Non-Flirt
மத்தவங்களை nanachi உன் Happiness moments ah waste pannadha,Non-Flirt
Enjoy yur pregnancy..,Non-Flirt
Bhudhu,Non-Flirt
Idhellam reverse aagadhu,Non-Flirt
Don't strain much,Non-Flirt
Hmmm,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Poorna,Non-Flirt
Check with uncle and let me know re..,Non-Flirt
Hi,Non-Flirt
Poorna taking bath,Non-Flirt
She will call you,Non-Flirt
Sure,Non-Flirt
Will wait pah,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Talking with mamiyar wait re,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Hi de,Non-Flirt
Good morning,Non-Flirt
Good news!,Non-Flirt
We got ITA to apply for PR in Canada yesterday,Non-Flirt
Our application got selected here,Non-Flirt
Sooooooooperrrrr,Non-Flirt
,Non-Flirt
,Non-Flirt
null,Non-Flirt
Again uh,Non-Flirt
Ne Idhae yosanailayae iru,Non-Flirt
Aana santhosham dan,Non-Flirt
,Non-Flirt
,Non-Flirt
Thank yu By Utsav,Non-Flirt
null,Non-Flirt
null,Non-Flirt
We went out Priya,Non-Flirt
Just reached home,Non-Flirt
Anything urgent,Non-Flirt
null,Non-Flirt
,Non-Flirt
Evlo periya list,Non-Flirt
Happy Mother’s Day de,Flirt
Wowwowowowowow,Non-Flirt
null,Non-Flirt
Thoongitruken poorna,Non-Flirt
Will call yu back,Non-Flirt
Chuma dan koopten,Non-Flirt
Call me when u r feee,Non-Flirt
,Non-Flirt
null,Non-Flirt
http://genderreveal.app/reveal/hnNVD8dWYdAjY5WNPPIY,Non-Flirt
I’ve this same Milton hotbox de… even the color🤣,Non-Flirt
,Non-Flirt
Namma rendu perkulla poorva jenmathu connection iruku poooooooor,Non-Flirt
May be… splash pad super… even I want to play with utsav..,Non-Flirt
<Media omitted>,Non-Flirt
null,Non-Flirt
null,Non-Flirt
https://www.indianeagle.com/?gad_source=1&gclid=CjwKCAjwjqWzBhAqEiwAQmtgTzsYbzVbWqIBeUBFkyFwIutQ68ZLJXbhRjyDKy007X_QPzMT_ZNDaxoCNf0QAvD_BwE,Non-Flirt
Thanks de,Non-Flirt
Pae,Non-Flirt
,Non-Flirt
Name - Shanthi R,Non-Flirt
KVB,Non-Flirt
Transfer to this re,Non-Flirt
Shall I ask appa to sent to this,Non-Flirt
Ok,Non-Flirt
Gpay iruka??,Non-Flirt
No,Non-Flirt
Account transfer,Non-Flirt
Ok de,Non-Flirt
Will tell him,Non-Flirt
Amma number kudu Priya,Non-Flirt
9176473794,Non-Flirt
Reached chennai,Non-Flirt
Super de,Flirt
Enjoy ur vacation,Non-Flirt
En mamiyar name shanthi R,Non-Flirt
Mamiyar uh,Non-Flirt
Aiyayo,Non-Flirt
I thought ur mom,Non-Flirt
<Media omitted>,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Hi de,Non-Flirt
Sollu poorna,Non-Flirt
How did you get the visa appointment early de,Non-Flirt
Me and yashu planning to visit US now,Non-Flirt
Next month,Non-Flirt
Now ah,Non-Flirt
Yes mamiyar coming in July  16,Non-Flirt
She is visiting her daughter,Non-Flirt
Nangalum means me and yashu planning to join,Non-Flirt
Just for 2 weeks,Non-Flirt
Oh..  better ask mani for better clarity,Flirt
Na illadhumbodhu vara... pikali..pae,Non-Flirt
Ok de,Non-Flirt
Nee thoongalaya,Non-Flirt
Thoonganum,Non-Flirt
Ball ice,Non-Flirt
What happened de,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Had mini valakappu in home itself de,Non-Flirt
Last week,Non-Flirt
In laws are here in Canada,Non-Flirt
Wanted to share this with you,Non-Flirt
Last week நடந்ததா ippo dha solra,Non-Flirt
Pikkali,Non-Flirt
Dance🤗🤗🤗,Non-Flirt
Azhagha iruku,Non-Flirt
Aama in laws vantha apram permission ketutu dana panna mudiyum… engaluku vazhakam ila,Non-Flirt
Last Saturday panom,Non-Flirt
Poorna,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Hi de,Non-Flirt
Slept early last night,Non-Flirt
Solu pa,Non-Flirt
Anything urgent,Non-Flirt
Send yur house address for booking cab,Non-Flirt
Location share pannu,Non-Flirt
Canada location dan share pannanum,Non-Flirt
Now Chennai many changed pola,Non-Flirt
I don’t have Chennai precise location with me,Non-Flirt
<Media omitted>,Non-Flirt
Ok wait,Non-Flirt
Vandhana sending you de,Non-Flirt
null,Non-Flirt
You deleted this message,Non-Flirt
null,Non-Flirt
Hi de…,Non-Flirt
null,Non-Flirt
Happy birthday dear friend 🥳🥳,Flirt
Have a great year,Flirt
This message was deleted,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Ena spl de… Anna bday?,Non-Flirt
Nothing ... outing after long gap,Non-Flirt
,Non-Flirt
<Media omitted>,Non-Flirt
Plan Ila… 0$ down payment… paapa vantha use aagum… 2 car seat vechindu cab la elam poitu vara kashtam nu sudden uh decide pani vanginom…,Non-Flirt
Anna kitayum solu de,Non-Flirt
Sooooper,Non-Flirt
,Non-Flirt
Sooooo happy re,Flirt
Sure,Non-Flirt
,Non-Flirt
Azhaghuuuuu....,Non-Flirt
Yes de,Non-Flirt
Finally he came out,Non-Flirt
null,Non-Flirt
,Non-Flirt
,Non-Flirt
Sen yur pic re,Non-Flirt
Enaku unna paakanum pola iruku,Non-Flirt
I miss yu poooor,Non-Flirt
<Media omitted>,Non-Flirt
I miss everyone de,Non-Flirt
I cried to amma so much today,Non-Flirt
Adipaavi,Non-Flirt
,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Priya appa is showing sign of positive improvement… can’t say out of danger but the vitals are getting improved a bit post surgery but still fuss is coming out of the amputated area… which needs to controlled in a day…. Tomorrow we might have a better picture…,Flirt
Just got this update,Non-Flirt
10 units blood received… Hopefully next surgery nu poga kudathu… let’s pray god that he should be in his recovery path…,Flirt
Dhairiyama iru poorna,Non-Flirt
Any update about birth certificate re,Non-Flirt
Uncle kandipa veetuku better ah varuvaru... enaku nambhika iruku..,Non-Flirt
Steps taken regarding that... ?,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
null,Non-Flirt
Hey priya,Non-Flirt
Do me a favor de,Non-Flirt
Got passport finally,Non-Flirt
Tickets matum parthu solriya for Thursday,Non-Flirt
Neeyum anna vum,Non-Flirt
null,Non-Flirt
Find the cheapest option for us de,Non-Flirt
Jay ku return… we 3 are in one way,Non-Flirt
